customer_id,first_name,last_name,email,country_code,state_province,kyc_status,risk_tier,credit_score,annual_income,account_balance,account_created_at,account_tier,has_crypto_wallet,is_pep
C45992,Kimberly,Anderson,kimberly.anderson281@icloud.com,CA,N/A,Under Review,Low,815,246922,36284.76,2022-09-27,Standard,0,0
C67654,Michelle,Tanaka,michelle.tanaka783@gmail.com,US,FL,Verified,Critical,655,237867,57581.65,2023-12-20,Gold,0,0
C20155,Richard,Muller,richard.muller834@outlook.com,DE,N/A,Rejected,Low,640,69370,49506.5,2021-10-18,Standard,0,0
C47450,David,Davis,david.davis410@proton.me,US,NJ,Under Review,Low,355,78013,55236.67,2020-08-25,Standard,0,0
C40735,Patricia,Muller,patricia.muller948@yahoo.com,US,NC,Verified,Critical,399,241920,45150.53,2022-03-22,Standard,0,0
C45614,Sofia,Brown,sofia.brown205@icloud.com,US,WA,Rejected,High,797,79430,28399.54,2022-02-27,Standard,0,0
C54020,Donald,Young,donald.young605@outlook.com,DE,N/A,Verified,Low,656,84872,36242.81,2019-11-25,Standard,0,0
C51904,Joshua,Garcia,joshua.garcia129@yahoo.com,US,PA,Verified,Medium,438,80889,16702.77,2024-03-14,Silver,0,0
C80798,Carlos,Rodriguez,carlos.rodriguez726@yahoo.com,US,OH,Under Review,High,501,74627,25285.38,2022-10-19,Standard,0,0
C20561,Anthony,Hernandez,anthony.hernandez674@icloud.com,GB,N/A,Pending,Medium,526,155899,13308.97,2023-07-11,Gold,1,0
C28136,Barbara,Johnson,barbara.johnson487@gmail.com,CA,N/A,Pending,Critical,750,179747,24274.3,2022-09-12,VIP,0,0
C29769,Michael,Brown,michael.brown730@yahoo.com,SG,N/A,Verified,Medium,473,71877,68658.22,2020-09-14,VIP,1,0
C40311,Carlos,Miller,carlos.miller969@fintechmail.io,DE,N/A,Verified,High,437,249873,2413.85,2020-09-25,Gold,0,0
C60205,Christopher,Wright,christopher.wright738@gmail.com,IN,N/A,Rejected,Low,655,246473,12484.6,2019-11-11,Standard,0,0
C30028,Sofia,Kim,sofia.kim182@yahoo.com,IN,N/A,Rejected,Medium,413,288257,67563.15,2022-04-16,Silver,0,0
C38043,Susan,Hill,susan.hill248@fintechmail.io,US,NJ,Verified,Low,535,267813,66458.31,2023-04-16,Platinum,0,0
C18418,Amara,Lopez,amara.lopez43@outlook.com,FR,N/A,Verified,Critical,669,89362,56464.57,2022-07-03,Platinum,1,0
C64377,Thomas,Williams,thomas.williams187@fintechmail.io,IN,N/A,Verified,Critical,354,132015,48005.06,2020-09-09,Standard,1,0
C63424,Barbara,Walker,barbara.walker456@icloud.com,GB,N/A,Under Review,Medium,845,37467,67234.79,2024-04-19,VIP,0,0
C53369,Matthew,Hernandez,matthew.hernandez315@fintechmail.io,US,GA,Verified,Critical,717,227940,13731.69,2021-04-07,Gold,1,0
C81121,Michael,Ramirez,michael.ramirez376@fintechmail.io,AU,N/A,Pending,High,795,319816,23421.02,2023-02-05,Gold,0,0
C71069,Mateo,Harris,mateo.harris567@proton.me,DE,N/A,Rejected,Low,848,229269,55331.06,2021-03-11,VIP,1,0
C64496,Jessica,Anderson,jessica.anderson204@outlook.com,US,CA,Under Review,High,759,216327,53318.3,2024-06-27,Silver,0,0
C18161,Emily,Johnson,emily.johnson894@outlook.com,US,OH,Verified,Low,559,126443,22219.67,2021-11-02,VIP,1,0
C37110,Liam,Scott,liam.scott968@icloud.com,AU,N/A,Verified,Medium,353,119015,21074.75,2019-10-25,Gold,1,0
C65069,John,Smith,john.smith243@gmail.com,SG,N/A,Pending,High,,285833,3308.8,2023-07-20,Gold,0,0
C61049,Michael,Torres,michael.torres558@gmail.com,DE,N/A,Verified,Medium,502,156538,48362.86,2021-12-17,Silver,0,0
C86556,Carlos,Johnson,carlos.johnson561@proton.me,CA,N/A,Verified,Low,400,318446,70840.71,2021-12-23,Standard,0,0
C12560,Amara,Ramirez,amara.ramirez709@outlook.com,US,PA,Under Review,Low,443,169453,51189.43,2023-02-21,Standard,1,0
C85456,Elizabeth,Kim,elizabeth.kim268@fintechmail.io,US,WA,Rejected,Low,379,22595,60739.14,2019-10-19,Platinum,0,0
C59857,Patricia,Jackson,patricia.jackson392@gmail.com,US,GA,Verified,Critical,711,25479,38921.47,2023-07-06,VIP,1,0
C72518,Joseph,Miller,joseph.miller869@fintechmail.io,DE,N/A,Under Review,Medium,479,37168,45742.24,2023-12-13,Silver,0,0
C10772,Jennifer,Anderson,jennifer.anderson348@yahoo.com,FR,N/A,Rejected,Critical,780,37201,35699.77,2024-10-17,Platinum,0,0
C56105,Joshua,Scott,joshua.scott599@yahoo.com,US,TX,Under Review,High,724,153485,47806.07,2023-10-06,VIP,1,0
C49139,Charles,Flores,charles.flores793@proton.me,SG,N/A,Pending,Medium,720,206853,17055.59,2020-02-05,Silver,1,0
C61116,Margaret,Kim,margaret.kim478@icloud.com,GB,N/A,Verified,Critical,781,266942,1411.11,2022-05-30,Silver,1,0
C64921,Ashley,Walker,ashley.walker842@icloud.com,SG,N/A,Verified,Medium,797,249796,1456.96,2023-01-20,Gold,0,0
C80545,Priya,Torres,priya.torres245@yahoo.com,FR,N/A,Rejected,Critical,698,42735,19103.13,2020-05-16,Standard,0,0
C81582,Aarav,Muller,aarav.muller640@outlook.com,IN,N/A,Verified,Critical,,175254,19630.43,2019-11-03,VIP,0,0
C89069,Sarah,Jackson,sarah.jackson672@fintechmail.io,US,WA,Verified,Low,462,116682,19535.44,2024-05-10,Standard,0,0
C38906,Amara,Martinez,amara.martinez223@outlook.com,GB,N/A,Rejected,Low,819,132978,73508.16,2024-01-09,Silver,0,0
C73993,Steven,King,steven.king987@outlook.com,US,VA,Verified,Medium,611,33778,1065.26,2024-10-20,Silver,0,0
C38760,Donald,Hill,donald.hill879@gmail.com,AU,N/A,Verified,Low,637,69432,65604.63,2023-07-02,Platinum,0,0
C45774,Wei,Young,wei.young654@yahoo.com,DE,N/A,Pending,High,597,298775,46863.99,2023-08-26,VIP,1,0
C67125,Wei,Ramirez,wei.ramirez757@outlook.com,AU,N/A,Rejected,High,602,283306,20993.16,2021-08-05,VIP,0,0
C73654,Lisa,Lee,lisa.lee435@gmail.com,US,CA,Under Review,Low,549,149928,74100.89,2022-06-08,Gold,0,0
C13804,Jennifer,Lewis,jennifer.lewis378@yahoo.com,US,AZ,Rejected,Low,576,222058,52537.11,2020-04-28,Platinum,1,0
C60968,Sarah,Lee,sarah.lee297@yahoo.com,CA,N/A,Verified,Low,728,139129,55439.65,2023-04-25,Platinum,0,0
C54057,Lisa,Lee,lisa.lee60@yahoo.com,FR,N/A,Verified,Low,759,135678,37164.29,2020-04-01,Platinum,0,0
C97670,Christopher,Garcia,christopher.garcia699@gmail.com,DE,N/A,Under Review,High,722,215674,26570.41,2024-03-12,Silver,0,0
C99016,Anthony,Sharma,anthony.sharma781@proton.me,US,WA,Under Review,Medium,491,104385,17824.04,2024-01-08,Silver,1,0
C62994,Jessica,Tanaka,jessica.tanaka612@fintechmail.io,CA,N/A,Under Review,High,724,249955,40558.93,2023-01-13,Platinum,0,0
C31632,Amara,Tanaka,amara.tanaka376@proton.me,DE,N/A,Verified,Critical,527,163537,45913.94,2021-10-03,Standard,1,0
C71261,Donald,Lopez,donald.lopez701@yahoo.com,FR,N/A,Verified,Low,464,262501,6347.81,2023-09-15,Platinum,1,0
C26728,Nancy,Silva,nancy.silva770@fintechmail.io,SG,N/A,Verified,Low,697,173688,19259.42,2021-07-29,Standard,0,0
C91560,Christopher,Brown,christopher.brown730@outlook.com,US,GA,Under Review,Critical,738,141469,42365.76,2021-10-11,Platinum,1,0
C80008,Matthew,Nguyen,matthew.nguyen693@yahoo.com,DE,N/A,Pending,Low,515,295407,66989.41,2021-02-07,VIP,1,0
C13534,Mark,Johnson,mark.johnson129@fintechmail.io,CA,N/A,Verified,Medium,482,206676,39328.52,2021-11-12,Standard,0,0
C61645,Charles,Ramirez,charles.ramirez373@outlook.com,US,FL,Verified,High,567,217569,12823.42,2020-01-14,Gold,0,0
C87580,Thomas,King,thomas.king79@icloud.com,FR,N/A,Rejected,Medium,727,246806,72938.29,2024-03-21,VIP,0,0
C83975,Michael,Chen,michael.chen914@icloud.com,AU,N/A,Verified,Low,761,200281,32416.06,2024-06-29,Gold,1,0
C96900,Susan,Rodriguez,susan.rodriguez355@proton.me,IN,N/A,Rejected,High,745,165431,31820.91,2021-11-14,Gold,1,0
C13552,Daniel,Thompson,daniel.thompson974@yahoo.com,GB,N/A,Under Review,Low,516,304284,1671.62,2020-01-16,Silver,0,0
C21003,Andrew,Lee,andrew.lee108@yahoo.com,US,WA,Verified,Medium,517,24713,37707.65,2021-08-04,Gold,1,0
C94246,Sarah,Lopez,sarah.lopez183@yahoo.com,IN,N/A,Rejected,Critical,540,226595,37104.22,2024-02-14,Standard,0,0
C66179,William,Brown,william.brown502@outlook.com,SG,N/A,Verified,Medium,354,246658,58402.19,2021-11-01,Gold,0,0
C27786,Jessica,Torres,jessica.torres28@outlook.com,FR,N/A,Verified,High,438,135927,4585.55,2024-06-28,Standard,0,0
C70515,Jessica,Scott,jessica.scott261@outlook.com,CA,N/A,Rejected,Medium,475,250902,4474.32,2023-09-26,Standard,0,0
C33819,Kimberly,Hill,kimberly.hill983@icloud.com,IN,N/A,Under Review,High,535,65702,49628.06,2024-04-29,Platinum,0,0
C16590,Paul,Garcia,paul.garcia360@gmail.com,US,CA,Rejected,Low,743,208693,20534.56,2021-10-06,Gold,0,0
C44099,William,Anderson,william.anderson566@outlook.com,US,FL,Pending,High,627,83757,38265.53,2021-02-27,Platinum,1,0
C59689,Charles,Jones,charles.jones456@gmail.com,FR,N/A,Pending,Low,507,235146,34974.66,2021-05-04,Standard,0,0
C52906,Michael,Tanaka,michael.tanaka33@yahoo.com,CA,N/A,Rejected,Low,680,253107,8096.77,2021-06-30,Gold,0,0
C37742,Wei,King,wei.king277@icloud.com,CA,N/A,Verified,Low,610,162493,67357.43,2021-08-03,Standard,1,0
C69598,Wei,Nguyen,wei.nguyen574@icloud.com,SG,N/A,Rejected,Critical,844,88544,28336.15,2020-09-22,Platinum,1,0
C52840,Margaret,White,margaret.white102@outlook.com,CA,N/A,Verified,High,695,118248,51343.29,2023-08-09,Platinum,1,0
C54236,Donald,Harris,donald.harris19@proton.me,IN,N/A,Verified,Low,546,112642,10366.72,2019-08-12,VIP,0,0
C59692,Sarah,Martinez,sarah.martinez755@fintechmail.io,US,TX,Under Review,High,850,123261,67659.93,2024-10-03,Standard,0,0
C46471,Daniel,Smith,daniel.smith879@gmail.com,IN,N/A,Pending,Low,362,227023,27034.51,2024-06-19,Gold,0,0
C65255,Lisa,Lewis,lisa.lewis890@icloud.com,US,TX,Under Review,Low,409,206750,621.83,2021-03-11,Silver,0,0
C43065,Michelle,Moore,michelle.moore583@icloud.com,US,AZ,Rejected,Medium,495,307790,11797.51,2023-12-25,Platinum,0,0
C20735,Thomas,Smith,thomas.smith191@fintechmail.io,DE,N/A,Pending,Medium,407,245261,23880.01,2021-04-24,Platinum,0,0
C71644,Matthew,Sanchez,matthew.sanchez403@fintechmail.io,AU,N/A,Rejected,High,526,105712,18355.35,2024-02-20,Silver,0,0
C12540,Michelle,Martinez,michelle.martinez674@proton.me,GB,N/A,Verified,Medium,675,271546,6451.78,2024-08-09,Standard,0,0
C80702,Margaret,Scott,margaret.scott745@fintechmail.io,US,IL,Under Review,Low,623,189572,1184.55,2021-04-15,Platinum,0,0
C16826,Michael,Flores,michael.flores829@fintechmail.io,IN,N/A,Verified,Medium,793,104139,65894.92,2023-11-26,Standard,1,0
C55870,Andrew,Brown,andrew.brown918@icloud.com,US,WA,Verified,Low,512,118806,31335.2,2022-02-12,Silver,1,0
C39389,Lisa,Taylor,lisa.taylor536@proton.me,SG,N/A,Verified,Low,785,218283,43942.62,2020-05-17,Gold,0,0
C95215,Michael,Garcia,michael.garcia261@gmail.com,SG,N/A,Verified,Low,806,131851,37665.45,2022-05-01,Platinum,1,0
C18993,Matthew,Robinson,matthew.robinson68@yahoo.com,IN,N/A,Under Review,Critical,677,250341,39053.8,2019-08-23,VIP,0,0
C95426,Betty,Tanaka,betty.tanaka264@gmail.com,DE,N/A,Verified,Critical,450,107286,58294.43,2019-08-27,Silver,0,0
C15276,Matthew,Torres,matthew.torres382@outlook.com,IN,N/A,Verified,Critical,769,192017,41270.45,2020-12-25,Standard,0,0
C14067,Karen,Thompson,karen.thompson218@yahoo.com,US,AZ,Rejected,Low,802,48295,33744.22,2022-10-04,Gold,0,0
C42411,Paul,Smith,paul.smith587@icloud.com,US,NC,Pending,Critical,675,306188,52555.8,2020-11-23,VIP,0,0
C36130,Emily,Johnson,emily.johnson308@yahoo.com,US,OH,Verified,High,615,44977,48899.03,2022-05-22,Standard,0,0
C12671,Yuki,Robinson,yuki.robinson311@fintechmail.io,SG,N/A,Under Review,Medium,807,89504,55248.8,2024-07-09,Gold,1,0
C91439,Emma,Rodriguez,emma.rodriguez324@gmail.com,GB,N/A,Verified,Low,489,283777,46641.91,2024-02-28,Silver,0,0
C29973,Joseph,Ramirez,joseph.ramirez348@icloud.com,CA,N/A,Under Review,Low,547,284228,36126.56,2023-02-20,Standard,1,0
C41266,Yuki,Allen,yuki.allen939@fintechmail.io,US,NC,Verified,Low,727,67603,66493.17,2024-04-26,Gold,0,0
C26544,Emma,Anderson,emma.anderson383@fintechmail.io,DE,N/A,Pending,Medium,592,303440,36782.21,2024-03-25,Gold,0,0
C72070,Elizabeth,Robinson,elizabeth.robinson96@gmail.com,SG,N/A,Verified,Low,424,226098,10035.58,2020-09-29,Silver,0,0
C97747,William,Harris,william.harris193@outlook.com,GB,N/A,Verified,Low,437,120473,42848.02,2020-09-25,Standard,0,0
C24993,Kimberly,Lewis,kimberly.lewis666@proton.me,SG,N/A,Verified,Medium,541,176865,8793.77,2023-07-09,Platinum,0,0
C83920,Anthony,Moore,anthony.moore812@fintechmail.io,CA,N/A,Verified,Critical,418,277704,17435.93,2021-08-11,Gold,0,0
C38569,Jennifer,Scott,jennifer.scott25@fintechmail.io,US,PA,Verified,Medium,459,185350,10974.63,2021-11-17,Gold,1,0
C70952,Joshua,Wright,joshua.wright377@gmail.com,AU,N/A,Pending,Critical,809,122176,49655.86,2023-07-31,Standard,0,0
C43586,Lisa,Garcia,lisa.garcia330@outlook.com,US,WA,Verified,High,748,198141,73272.14,2024-06-13,VIP,0,0
C58351,William,Dubois,william.dubois505@gmail.com,US,PA,Rejected,Low,473,65718,59702.63,2019-08-20,Silver,0,0
C31992,Betty,Harris,betty.harris31@fintechmail.io,FR,N/A,Pending,Medium,679,175530,21905.7,2024-01-03,Gold,1,0
C89415,Betty,Dubois,betty.dubois46@icloud.com,GB,N/A,Under Review,Medium,530,95857,9141.76,2023-03-04,Platinum,0,0
C89593,Mary,Rodriguez,mary.rodriguez642@fintechmail.io,IN,N/A,Under Review,Low,366,179952,30167.31,2022-01-01,VIP,1,0
C25012,John,Chen,john.chen664@proton.me,US,MA,Pending,Low,727,312525,23657.52,2021-07-23,Standard,0,0
C31465,William,Anderson,william.anderson421@proton.me,CA,N/A,Verified,Medium,473,278753,38868.47,2022-08-07,Standard,1,0
C50768,Susan,Rodriguez,susan.rodriguez610@fintechmail.io,US,IL,Verified,Medium,770,28955,10525.41,2024-07-14,VIP,0,0
C85849,Margaret,Flores,margaret.flores711@outlook.com,AU,N/A,Rejected,Medium,,195296,24390.08,2020-02-10,Silver,0,0
C13365,Wei,Rodriguez,wei.rodriguez462@outlook.com,CA,N/A,Verified,Low,539,118131,53668.86,2023-04-20,VIP,0,0
C50888,James,Lee,james.lee191@proton.me,US,NJ,Verified,Medium,398,215375,57438.95,2023-09-28,Platinum,0,0
C85470,Michelle,Williams,michelle.williams344@outlook.com,US,FL,Verified,Medium,827,148289,49894.45,2023-08-22,Standard,0,0
C98781,Liam,Lee,liam.lee223@gmail.com,FR,N/A,Pending,Medium,728,206583,9703.71,2019-10-12,Silver,0,0
C59192,Amara,Chen,amara.chen817@yahoo.com,FR,N/A,Verified,Medium,767,130034,20646.24,2022-12-30,Silver,1,0
C61990,Michelle,Nguyen,michelle.nguyen466@icloud.com,US,NY,Verified,High,556,255616,60753.4,2022-05-24,Silver,0,0
C35995,Thomas,Lee,thomas.lee578@yahoo.com,US,AZ,Verified,High,801,153090,16862.68,2019-09-28,Platinum,0,0
C19961,Linda,Anderson,linda.anderson434@proton.me,US,OH,Under Review,High,842,214922,17307.15,2020-04-23,Platinum,0,0
C87607,Susan,Anderson,susan.anderson20@icloud.com,AU,N/A,Rejected,Low,657,139171,40699.27,2023-06-24,Platinum,1,0
C92213,Mark,Nguyen,mark.nguyen705@outlook.com,SG,N/A,Pending,Medium,643,95016,35060.06,2020-04-30,Standard,0,0
C41830,Aarav,Lewis,aarav.lewis382@proton.me,US,MA,Under Review,Medium,,209754,30286.89,2024-01-17,VIP,1,0
C23356,Joseph,Muller,joseph.muller773@yahoo.com,FR,N/A,Pending,Low,480,37386,27114.8,2020-10-11,Silver,0,0
C49529,Karen,Martinez,karen.martinez462@gmail.com,AU,N/A,Rejected,Low,765,168396,7974.03,2023-11-13,Gold,1,0
C99687,Charles,Ramirez,charles.ramirez982@yahoo.com,US,AZ,Rejected,Low,478,318932,48154.04,2023-07-18,Standard,0,0
C88697,Sarah,Gonzalez,sarah.gonzalez250@outlook.com,AU,N/A,Verified,Low,545,258115,37407.15,2021-05-06,Gold,0,0
C25866,Mark,King,mark.king481@outlook.com,US,AZ,Pending,Critical,474,110715,3473.64,2022-04-15,Standard,0,0
C84177,Sofia,Smith,sofia.smith808@proton.me,GB,N/A,Verified,Low,805,182739,36266.27,2020-08-19,Platinum,0,0
C15383,Andrew,Allen,andrew.allen38@gmail.com,US,NJ,Rejected,Low,547,56689,52336.74,2020-05-08,Silver,0,0
C55508,Thomas,Wilson,thomas.wilson969@fintechmail.io,CA,N/A,Rejected,Medium,394,193245,8561.07,2022-07-28,Gold,1,0
C79827,Matthew,Johnson,matthew.johnson149@yahoo.com,CA,N/A,Pending,Critical,440,24316,43711.55,2021-01-31,Standard,0,0
C66148,Thomas,Thompson,thomas.thompson975@gmail.com,CA,N/A,Verified,Medium,358,221737,38405.63,2020-03-20,Platinum,1,0
C96706,Ashley,Thomas,ashley.thomas794@outlook.com,US,GA,Verified,Low,358,227353,52397.79,2021-06-14,Platinum,1,0
C58571,Kimberly,Jones,kimberly.jones710@proton.me,US,FL,Rejected,Medium,751,251051,27141.73,2020-02-09,Platinum,1,0
C19038,Lisa,Taylor,lisa.taylor308@fintechmail.io,IN,N/A,Under Review,Low,435,85241,43476.22,2024-11-15,Silver,0,0
C76317,Matthew,Flores,matthew.flores146@outlook.com,US,AZ,Verified,High,787,170359,10089.19,2022-02-03,Standard,1,0
C94874,Richard,Anderson,richard.anderson914@gmail.com,GB,N/A,Rejected,Medium,567,137960,55958.04,2024-05-26,Standard,0,0
C54725,Karen,Ramirez,karen.ramirez223@gmail.com,CA,N/A,Rejected,Critical,681,140528,17610.98,2021-08-15,VIP,0,0
C11658,Priya,Anderson,priya.anderson998@outlook.com,AU,N/A,Verified,Medium,353,165842,36873.82,2021-01-12,Platinum,1,0
C65057,David,Williams,david.williams476@outlook.com,US,TX,Verified,Low,780,258634,39456.2,2019-07-26,Gold,1,0
C74251,Betty,Brown,betty.brown245@icloud.com,GB,N/A,Verified,Medium,605,130028,11652.4,2023-06-29,Platinum,1,0
C23833,Robert,Anderson,robert.anderson864@gmail.com,GB,N/A,Verified,Low,694,287549,60600.85,2023-03-20,Silver,1,0
C66822,David,Hill,david.hill285@icloud.com,DE,N/A,Pending,Critical,717,204671,49801.39,2019-12-30,Silver,0,0
C57472,Charles,Lee,charles.lee388@gmail.com,CA,N/A,Under Review,Medium,786,286299,9502.84,2024-11-20,Standard,1,0
C93307,Emily,Miller,emily.miller857@icloud.com,AU,N/A,Verified,Critical,770,64313,27227.16,2024-04-08,Standard,0,0
C70258,Patricia,Johnson,patricia.johnson816@fintechmail.io,US,NC,Pending,Medium,557,229112,19454.86,2021-12-17,Platinum,0,0
C30052,Thomas,Ramirez,thomas.ramirez44@outlook.com,US,NC,Rejected,Low,565,78225,9445.2,2024-05-06,Gold,0,0
C67080,Karen,Robinson,karen.robinson267@gmail.com,AU,N/A,Verified,Medium,363,127016,32248.91,2021-07-28,Gold,0,0
C33086,Michelle,Ramirez,michelle.ramirez130@icloud.com,US,IL,Verified,Medium,782,162957,18767.26,2019-09-28,Gold,0,0
C78386,Emily,Davis,emily.davis620@outlook.com,FR,N/A,Rejected,Low,766,318744,11568.35,2024-08-30,Platinum,0,0
C95256,Anthony,Jackson,anthony.jackson194@yahoo.com,US,TX,Under Review,Low,786,45468,31410.33,2024-03-17,VIP,0,0
C45400,Lisa,Sharma,lisa.sharma43@proton.me,IN,N/A,Verified,Medium,486,295398,29785.68,2024-06-28,Silver,0,0
C90728,Donald,Young,donald.young80@fintechmail.io,US,AZ,Verified,Low,843,180737,25266.49,2020-07-14,Gold,0,0
C80539,Elizabeth,Scott,elizabeth.scott694@yahoo.com,DE,N/A,Verified,Low,835,148987,67923.8,2019-10-10,VIP,0,0
C73372,Priya,Scott,priya.scott267@yahoo.com,IN,N/A,Under Review,Critical,754,303786,13735.53,2022-11-15,Silver,0,0
C70931,Thomas,Sanchez,thomas.sanchez904@gmail.com,US,GA,Verified,Low,702,219262,32123.71,2020-05-28,Gold,0,0
C67091,Liam,Hill,liam.hill404@gmail.com,IN,N/A,Verified,High,375,145309,17306.44,2022-06-18,Standard,0,0
C87656,Richard,King,richard.king198@icloud.com,AU,N/A,Verified,Medium,642,98397,64719.39,2021-11-01,Gold,1,0
C45179,Michelle,Martin,michelle.martin572@fintechmail.io,US,AZ,Verified,High,480,44205,50413.07,2024-11-08,Standard,0,0
C52245,Lisa,Clark,lisa.clark782@outlook.com,SG,N/A,Verified,High,792,170351,5407.76,2019-10-09,VIP,0,0
C42177,Charles,Davis,charles.davis167@gmail.com,GB,N/A,Verified,Critical,448,51476,68667.44,2024-07-13,Silver,0,1
C21359,Linda,White,linda.white177@fintechmail.io,IN,N/A,Verified,Medium,752,233144,10151.61,2021-09-29,Silver,0,0
C46559,John,Thompson,john.thompson350@outlook.com,US,WA,Rejected,High,692,87045,51593.07,2023-03-26,Standard,0,0
C69087,Michael,Smith,michael.smith445@gmail.com,IN,N/A,Under Review,Low,442,260949,1896.15,2020-01-14,Platinum,0,0
C41963,Donald,Harris,donald.harris746@fintechmail.io,CA,N/A,Verified,Critical,726,161437,65505.89,2024-09-28,VIP,0,0
C70910,Susan,Martin,susan.martin762@proton.me,SG,N/A,Verified,High,784,41779,17650.22,2023-10-11,Platinum,0,0
C84691,Sarah,Patel,sarah.patel36@fintechmail.io,US,CA,Pending,Low,799,74183,23416.02,2022-02-26,Platinum,1,0
C89997,Mary,Nguyen,mary.nguyen102@outlook.com,US,IL,Verified,Critical,534,200329,60498.96,2023-12-05,Platinum,0,0
C97580,Susan,Anderson,susan.anderson472@gmail.com,FR,N/A,Verified,Low,450,24284,61752.77,2021-01-11,Platinum,0,0
C59674,Jennifer,Wilson,jennifer.wilson544@proton.me,US,OH,Verified,Medium,472,273028,70574.24,2020-09-20,Silver,0,0
C54092,Lisa,Sanchez,lisa.sanchez702@proton.me,US,TX,Under Review,Low,698,144744,52832.32,2020-05-03,VIP,0,0
C13761,Paul,Nguyen,paul.nguyen795@proton.me,DE,N/A,Rejected,Critical,735,152632,29365.12,2022-11-25,VIP,0,0
C74789,Mary,Williams,mary.williams702@gmail.com,US,OH,Rejected,Critical,529,302038,52008.38,2022-02-04,Platinum,0,0
C52600,Ashley,Silva,ashley.silva905@fintechmail.io,US,NY,Verified,Medium,645,191127,29384.49,2022-05-26,Platinum,0,0
C33834,Steven,Martin,steven.martin132@icloud.com,FR,N/A,Pending,Low,509,296802,53941.46,2020-01-08,Gold,0,0
C73904,Wei,Silva,wei.silva57@proton.me,GB,N/A,Verified,Low,483,53951,8520.06,2020-06-26,Standard,0,0
C37802,Patricia,Moore,patricia.moore636@fintechmail.io,US,OH,Rejected,Critical,799,94095,40459.27,2022-06-12,VIP,0,0
C56507,Robert,Hill,robert.hill810@outlook.com,IN,N/A,Verified,Critical,845,83321,53572.0,2021-09-16,Gold,0,0
C43862,Thomas,Lopez,thomas.lopez798@yahoo.com,IN,N/A,Pending,Critical,530,99346,33369.38,2021-12-28,Gold,0,0
C54608,Donald,Martinez,donald.martinez606@yahoo.com,FR,N/A,Verified,Low,729,310447,65364.92,2020-01-04,Gold,1,0
C46655,Lisa,Garcia,lisa.garcia599@fintechmail.io,IN,N/A,Rejected,Low,712,24567,13417.49,2024-07-14,Gold,1,0
C88139,Donald,Taylor,donald.taylor247@outlook.com,SG,N/A,Pending,Critical,565,288018,19893.16,2020-12-17,VIP,0,0
C46211,Sarah,Harris,sarah.harris554@yahoo.com,US,PA,Verified,Medium,401,212908,33704.89,2024-09-14,Silver,0,0
C82848,Richard,Torres,richard.torres834@gmail.com,GB,N/A,Under Review,High,726,31846,32252.16,2021-12-31,Standard,0,0
C11330,Michelle,Kim,michelle.kim750@fintechmail.io,US,NY,Rejected,Medium,461,51186,54903.38,2020-05-11,Platinum,0,0
C77715,Michael,Thomas,michael.thomas301@outlook.com,CA,N/A,Verified,High,617,95849,10160.39,2020-04-29,Platinum,0,0
C35042,Mateo,Brown,mateo.brown257@yahoo.com,DE,N/A,Under Review,Low,594,60707,73178.53,2024-07-09,Gold,0,0
C21221,Robert,Garcia,robert.garcia178@gmail.com,SG,N/A,Verified,Low,,258106,51615.44,2019-09-05,Silver,1,0
C41635,Andrew,Thompson,andrew.thompson506@gmail.com,US,AZ,Pending,High,490,243884,25233.06,2022-05-31,Silver,0,0
C63271,Sarah,Jackson,sarah.jackson91@gmail.com,FR,N/A,Verified,Low,833,51039,67097.24,2023-09-27,VIP,0,0
C74038,Michael,Lewis,michael.lewis83@outlook.com,US,MA,Verified,High,748,287859,11138.32,2020-08-01,Gold,0,0
C82768,Susan,Williams,susan.williams204@proton.me,US,VA,Verified,Medium,756,310230,56713.47,2023-11-14,Standard,0,0
C41499,Kimberly,Dubois,kimberly.dubois313@icloud.com,US,GA,Verified,High,556,252201,63428.76,2024-07-16,Standard,0,0
C72402,Susan,Torres,susan.torres772@yahoo.com,IN,N/A,Verified,High,828,26712,50815.5,2021-12-27,VIP,0,0
C94659,Yuki,King,yuki.king826@outlook.com,US,PA,Verified,Low,546,106015,21051.76,2023-06-15,Gold,0,0
C74332,William,Sharma,william.sharma61@outlook.com,DE,N/A,Rejected,High,401,122341,42734.44,2022-06-29,Silver,0,0
C68743,Patricia,Robinson,patricia.robinson305@icloud.com,DE,N/A,Rejected,High,472,216583,42824.86,2022-12-29,VIP,0,0
C12260,Mateo,Lee,mateo.lee941@gmail.com,CA,N/A,Verified,Low,814,62623,15806.57,2020-05-09,Silver,0,0
C22196,Michelle,Moore,michelle.moore772@proton.me,US,TX,Verified,Medium,665,169291,41917.53,2020-11-17,Silver,1,0
C48566,Paul,Dubois,paul.dubois312@proton.me,US,NC,Verified,High,471,191293,25718.0,2022-06-05,Platinum,0,0
C39045,Susan,Brown,susan.brown199@yahoo.com,SG,N/A,Under Review,Low,701,66906,11904.07,2023-04-04,Silver,0,0
C63005,Jennifer,Jones,jennifer.jones361@yahoo.com,DE,N/A,Under Review,High,376,313803,40924.33,2022-12-29,Standard,0,0
C41890,Lisa,Williams,lisa.williams744@fintechmail.io,CA,N/A,Rejected,Critical,700,155707,36359.62,2020-11-29,Platinum,0,0
C50135,Lisa,Walker,lisa.walker73@fintechmail.io,CA,N/A,Verified,Critical,705,219397,12865.79,2022-04-11,Platinum,1,0
